CustomerID,Tenure,InternetService,Contract,MonthlyCharges,TotalCharges,PaymentMethod,Churn
C00384,12,Fiber Optic,Month-to-Month,42.82,535.05,Electronic Check,Yes
C00385,26,Fiber Optic,Two Year,75.56,2130.69,Bank Transfer,No
C00386,71,Fiber Optic,Two Year,74.9,6068.87,Electronic Check,No
C00387,40,DSL,Month-to-Month,65.93,2414.54,Credit Card,No
C00388,41,Fiber Optic,Month-to-Month,77.77,3268.32,Electronic Check,Yes
C00389,28,Fiber Optic,One Year,36.82,1185.17,Bank Transfer,No
C00390,15,Fiber Optic,Month-to-Month,69.26,932.86,Credit Card,No
C00391,52,FIBER,Month-to-Month,70.01,3592.48,Electronic Check,No
C00392,45,No Internet,Month-to-Month,88.37,4358.8,Electronic Check,No
C00393,68, Dsl,One Year,90.3,6731.85,Electronic Check,No
C00394,36,DSL,One Year,54.5,1859.74,Electronic Check,No
C00395,59,No Internet,Two Year,45.29,2552.4,Mailed Check,No
C00396,14,DSL,One Year,76.3,1047.86,Bank Transfer,No
C00397,20,FIBER,One year ,39.51,837.47,Electronic Check,No
C00398,33, Dsl,Month-to-Month,71.31,2163.26,Electronic Check,No
C00399,8,DSL,Month-to-Month,80.3,713.43,Electronic Check,No
C00400,25,Fiber Optic,Month-to-Month,82.08,2260.38,Bank Transfer,No
C00401,17,Fiber Optic,Month-to-Month,93.16,1433.61,Mailed Check,Yes
C00402,0,FIBER,One Year,74.6,66.0,Mailed Check,Yes
C00403,22,Fiber Optic,One Year,78.38,1586.77,Credit Card,No
C00404,32,Fiber Optic,Month-to-Month,81.44,2239.89,Bank Transfer,No
C00405,46,Fiber Optic,Month-to-Month,16.99,757.69,Credit Card,Yes
C00406,20,Fiber Optic,Month-to-Month,93.44,1705.75,Electronic Check,Yes
C00407,60,Fiber Optic,Month-to-Month,56.55,3166.92,Electronic Check,No
C00408,26,Fiber optic,Two Year,59.71,1652.62,Bank Transfer,Yes
C00409,62,Fiber Optic,One Year,79.09,4727.45,Electronic Check,No
C00410,51,DSL, Month-to-Month , 92.06 ,4336.12,Electronic Check,No
C00411,63,DSL,One Year,68.55,4412.18,Mailed Check,No
C00412,13,No Internet,Month-to-Month,70.81,1023.22,Electronic Check,No
C00413,46,DSL,Month-to-Month,49.07,2589.81,Credit Card,No
C00414,6,DSL,Two Year, 52.21 ,312.59,Credit Card,Yes
C00415,27,DSL,Month-to-Month,28.95,766.29,Electronic Check,No
C00416,2,DSL,Month-to-Month,83.17,159.16,Mailed Check,No
C00417,21,No Internet,Month-to-Month,49.75,1045.4,Mailed Check,Yes
C00418,62,fiber optic,Month-to-Month,102.77,6297.05,Mailed Check,No
C00419,28,DSL, Month-to-Month ,115.49,3432.59,Electronic Check,Yes
C00420,19,DSL,One year ,40.7,752.25,Electronic Check,No
C00421,66,,MONTHLY,74.38,4772.88,Electronic Check,No
C00422,32,Fiber Optic,Month-to-Month,97.01,2904.08,Credit Card,Yes
C00423,47,DSL,Month-to-Month,135.98,6887.75,Electronic Check,No
C00424,40,FIBER,One Year,124.23,4421.37,Mailed Check,No
C00425,8,No Internet,Month-to-Month,66.89,544.13,Mailed Check,Yes
C00426,47, No Internet ,Month-to-Month,45.44,1875.67,Credit Card,No
C00427,53,DSL,Two Year,15.0,733.17,Bank Transfer,No
C00428,22,DSL,Month-to-Month,44.38,1061.39,Electronic Check,No
C00429,64,DSL,month-to-month,88.11,5078.72,Mailed Check,Yes
C00430,20,DSL,One Year,63.68,1085.75,Electronic Check,No
C00431,31,DSL ,Two Year,105.79,3720.27,Bank Transfer,No
C00432,25,Fiber Optic,Two Year,84.44,1801.44,Mailed Check,No
C00433,32,Fiber Optic,One Year,87.47,2887.86,Credit Card,No
C00434,59,Fiber Optic,Month-to-Month,51.29,2815.64,Electronic Check,Yes
C00435,8,DSL,Two Year,59.64,446.83,Mailed Check,No
C00436,69,Fiber Optic,Month-to-Month,82.15,5060.1,Bank Transfer,Yes
C00437,45,DSL,Two Year,54.57,2496.84,Mailed Check,No
C00438,6,DSL ,Month-to-Month,65.99,341.99,Mailed Check,Yes
C00439,6,Fiber Optic,Month-to-Month,107.04,648.43,Credit Card,Yes
C00440,68,No Internet,Two Year, 40.33 ,2714.13,Electronic Check,No
C00441,32,DSL,Month-to-Month,40.06,$1204.67,Electronic Check,No
C00442,9,Fiber Optic,MONTHLY,75.02,714.36,Credit Card,Yes
C00443,27,,Month-to-Month,114.32,3222.88,Electronic Check,Yes
C00444,46,Fiber Optic,Two Year,74.64,3129.2,Electronic Check,No
C00445,45,DSL,One Year,77.68,3646.65,Electronic Check,No
C00446,21, Fiber Optic ,Month-to-Month,79.42,1902.97,Electronic Check,Yes
C00447,20,Fiber Optic,One Year,66.13,1342.68,Bank Transfer,No
C00448,55,Fiber Optic,Month-to-Month,43.7,2309.21,Electronic Check,Yes
C00449,31,No Internet,One Year,,1285.45,Bank Transfer,Yes
C00450,31,Fiber Optic,Month-to-Month,45.67,1393.43,Bank Transfer,No
C00451,35,Fiber Optic,Month-to-Month,74.11,2551.78,Bank Transfer,Yes
C00452,30,DSL,Two Year,49.82,1335.27,Electronic Check,No
C00453,69,DSL,One Year,116.86,8521.97,Mailed Check,No
C00454,53,FIBER,Two Year,63.7,3718.2,Credit Card,No
C00455,20,DSL,Month-to-Month,,1982.49,Credit Card,Yes
C00456,34,DSL,One Year,67.96,2259.1,Credit Card,No
C00457,22,Fiber Optic,Month-to-Month,23.35,516.96,Mailed Check,Yes
C00458,41,DSL,One Year,70.26,3260.55,Electronic Check,No
C00459,23,DSL,Month-to-Month,66.09,1323.64,,Yes
C00460,68,No Internet,Month-to-Month,48.96,$3219.7,Bank Transfer,No
C00461,41, Fiber Optic ,Month-to-Month,79.35,3305.36,Credit Card,No
C00462,29,dsl,One Year,67.11,2025.7,Mailed Check,No
C00463,70,DSL,Month-to-Month,94.69,6528.83,Bank Transfer,No
C00464,5,Fiber Optic,Month-to-Month,50.74,$242.98,Electronic Check,No
C00465,71,DSL,Month-to-Month,48.05,3069.47,Credit Card,No
C00466,51,Fiber Optic,One Year,49.15,2401.09,Electronic Check,No
C00467,25,No Internet,Two Year,53.0,1419.28,Bank Transfer,No
C00468,40, Dsl,Month-to-Month,67.86,$2611.77,Bank Transfer,No
C00469,67,Fiber Optic,Month-to-Month,90.23,6768.27,Credit Card,No
C00470,53,DSL,Two Year,87.53,5018.05,Mailed Check,No
C00471,59,Fiber Optic,Month-to-Month,140.0,8497.4,Electronic Check,Yes
C00472,54,DSL,One Year,90.2,4780.04,Mailed Check,Yes
C00473,23,DSL,Two Year,107.28,2822.28,Credit Card,No
C00474,39,DSL,Month-to-Month,87.75,2990.21,Electronic Check,Yes
C00475,63,DSL,Month-to-Month,50.63,2946.88,Electronic Check,No
C00476,33,DSL,MONTHLY,74.47,2389.17,Credit Card,No
C00477,38,DSL,Month-to-Month,62.44,$2681.18,Electronic Check,No
C00478,0,,Month-to-Month,54.34,59.98,,No
C00479,19,DSL,One Year,79.17,1448.22,Credit Card,No
C00480,24,DSL,Month-to-Month,82.99,,Bank Transfer,No
C00481,5,No Internet,Month-to-Month,83.32,443.89,Electronic Check,No
C00482,72,DSL,Two Year,90.38,6970.68,Electronic Check,No
C00483,2,No Internet,Month-to-Month,75.86,172.02,Bank Transfer,No
C00484,35,Fiber Optic,One Year,83.61,2672.11,Bank Transfer,Yes
C00485,69,Fiber Optic,One Year,999,5461.54,Credit Card,No
C00486,37,DSL ,Month-to-Month,71.82,2831.09,Credit Card,No
C00487,64,Fiber Optic,Two Year,72.93,4362.31,Mailed Check,No
C00488,37,Fiber Optic,Month-to-Month,67.56,2607.94,Credit Card,Yes
C00489,27,Fiber Optic,Month-to-Month,88.19,2047.91,Electronic Check,Yes
C00490,46,Fiber Optic,Month-to-Month,97.03,4313.72,Credit Card,Yes
C00491,72,No Internet,Month-to-Month, 47.29 ,3114.3,Electronic Check,No
C00492,46,DSL,One Year,81.91,4301.35,Electronic Check,No
C00493,9,Fiber Optic,month-to-month,16.92,171.1,Electronic Check,No
C00494,71,DSL,One Year,84.23,5691.66,Mailed Check,No
C00495,4,Fiber Optic,One Year,98.46,367.88,Electronic Check,No
C00496,12,Fiber Optic,Month-to-Month,76.06,1013.48,Credit Card,Yes
C00497,33,DSL ,Two Year,105.45,3896.24,Bank Transfer,No
C00498,24,Fiber Optic,Two Year,76.6,1866.95,Electronic Check,Yes
C00499,22, Dsl,Two Year,23.35,481.84,Mailed Check,No
C00500,2,Fiber Optic,Month-to-Month,45.02,83.42,Mailed Check,Yes
C00501,7,No Internet,Month-to-Month,65.73,474.19,Mailed Check,No
C00502,45,DSL,Month-to-Month,113.29,4407.78,Mailed Check,No
C00503,61,Fiber Optic,One Year,47.49,2990.05,Credit Card,No
C00504,38,DSL,Month-to-Month,44.9,1817.96,Electronic Check,No
C00505,50,Fiber Optic,Month-to-Month,127.93,6712.95,Electronic Check,No
C00506,21,Fiber Optic,Month-to-Month,72.12,$1397.28,Bank Transfer,No
C00507,44,Fiber Optic,Two Year ,75.52,3272.75,Electronic Check,No
C00508,22,Fiber Optic,Two Year,92.67,2287.17,Bank Transfer,Yes
C00509,48,DSL,Month-to-Month,64.65,2885.46,Electronic Check,No
C00510,50,DSL,Two Year,83.76,3908.59,Electronic Check,No
C00511,27,DSL,Month-to-Month,51.85,1261.77,Bank Transfer,No
C00512,28,No Internet,1 Year,91.48,2538.65,Electronic Check,No
C00513,58,No Internet,Month-to-Month,80.47,4399.23,Bank Transfer,No
C00514,69,Fiber Optic, Month-to-Month ,59.52,3851.72,Mailed Check,No
C00515,27,dsl,Month-to-Month,86.03,2575.21,Electronic Check,No
C00516,46,DSL,Two Year,93.98,3681.88,Mailed Check,No
C00517,3,DSL,Month-to-Month,110.03,349.5,Mailed Check,No
C00518,1,Fiber Optic,Month-to-Month,126.18,127.93,Electronic Check,No
C00519,63,DSL,month-to-month,58.75,3820.51,Electronic Check,No
C00520,28,Fiber Optic,Month-to-Month,61.66,1956.87,Bank Transfer,No
C00521,46,DSL,Month-to-Month,49.21,2126.03,Bank Transfer,No
C00522,14,Fiber Optic,Month-to-Month,49.25,685.54,Mailed Check,Yes
C00523,37,Fiber Optic,One Year,69.09,2778.93,Electronic Check,No
C00524,48,DSL,Two Year,84.91,4583.79,Bank Transfer,No
C00525,71, Dsl,One Year,59.54,4236.74,Electronic Check,No
C00526,39,Fiber Optic, Month-to-Month ,125.25,4980.28,Electronic Check,No
C00527,15,No Internet,Month-to-Month,,1358.95,Bank Transfer,Yes
C00528,33,DSL,Month-to-Month, 44.63 ,1520.76,Bank Transfer,No
C00529,5,Fiber Optic,Two Year,57.87,287.45,Electronic Check,No
C00530,52,No Internet,One Year,48.93,2900.47,Electronic Check,No
C00531,20,DSL,Month-to-Month,75.45,1680.83,Electronic Check,No
C00532,28,DSL,Month-to-Month,82.29,2502.09,Electronic Check,No
C00533,1,fiber optic, Month-to-Month ,135.46,136.6,Credit Card,Yes
C00534,25,No Internet,Month-to-Month,71.92,1829.24,Credit Card,No
C00535,43,DSL,One Year,49.76,1979.11,Electronic Check,No
C00536,17,DSL,Two Year,68.26,1296.24,Electronic Check,No
C00537,29,Fiber Optic,Month-to-Month,71.49,2089.13,Credit Card,Yes
C00538,22,No Internet,Month-to-Month,88.57,1872.45,Bank Transfer,No
C00539,47,No Internet,Two Year,110.88,5244.88,Credit Card,No
C00540,54,dsl,Two Year,87.91,4588.02,Electronic Check,No
C00541,22,fiber optic,One Year,67.03,1463.65,Electronic Check,No
C00542,39,DSL,One Year,81.13,$3049.64,Credit Card,No
C00543,63,DSL,Month-to-Month,98.91,5395.97,Electronic Check,Yes
C00544,71,No Internet,Month-to-Month, 78.96 ,5645.99,Electronic Check,No
C00545,13,Fiber Optic,Month-to-Month,74.06,926.6,Mailed Check,Yes
C00546,1,Fiber Optic,Month-to-Month,76.47,82.49,Mailed Check,Yes
C00547,3,DSL,Month-to-Month,,$219.48,Electronic Check,Yes
C00548,8,,MONTHLY,38.41,307.33,Electronic Check,Yes
C00549,15,Fiber Optic,One Year,68.26,982.6,Mailed Check,No
C00550,31,Fiber Optic,Two Year,57.28,1529.75,Bank Transfer,No
C00551,26,No Internet,Month-to-Month, 67.91 ,1747.38,Electronic Check,No
C00552,14,Fiber Optic,One Year,28.37,380.18,Electronic Check,Yes
C00553,67,DSL,One Year,99.36,7224.6,Mailed Check,No
C00554,24,Fiber Optic,Two Year,62.9,,,No
C00555,14,DSL,Two Year,62.22,829.86,Credit Card,No
C00556,11,DSL,Month-to-Month,90.5,1120.38,Bank Transfer,Yes
C00557,70,DSL,Month-to-Month,92.66,6833.59,Credit Card,Yes
C00558,23,,Month-to-Month,90.77,2083.85,Electronic Check,No
C00559,69,Fiber Optic,One Year, 127.92 ,9745.63,Electronic Check,No
C00560,40,DSL,Two Year,109.67,4458.42,Credit Card,No
C00561,59,DSL,Two Year,81.86,4298.51,Mailed Check,No
C00562,30, Dsl,Month-to-Month,64.26,1709.89,Credit Card,No
C00563,20,DSL,Month-to-Month,85.87,1948.84,Credit Card,Yes
C00564,59,Fiber Optic,Month-to-Month,98.98,5787.3,Mailed Check,Yes
C00565,13,DSL,Month-to-Month,104.24,1222.67,Credit Card,No
C00566,13,NO INTERNET,Month-to-Month,106.98,1291.09,Credit Card,Yes
C00567,23, Dsl,Two Year,63.59,1351.8,Electronic Check,Yes
C00568,71,FIBER,Month-to-Month,56.87,4049.67,Electronic Check,Yes
C00569,24,DSL,Month-to-Month,118.41,,Electronic Check,No
C00570,27,DSL,Month-to-Month,60.89,1407.43,,No
C00571,17,Fiber Optic,Month-to-Month,92.64,1361.98,Electronic Check,No
C00572,56,Fiber Optic,Month-to-Month,112.49,7024.8,Credit Card,Yes
C00573,41,No Internet,Month-to-Month,75.14,3449.26,Bank Transfer,No
C00574,66,No Internet,MONTHLY,76.8,4917.92,Electronic Check,No
C00575,11,DSL,Month-to-Month,69.51,743.81,Mailed Check,No
C00576,35,DSL,Month-to-Month,78.23,2931.55,Credit Card,No
C00577,68,No Internet,One Year,55.36,3484.25,Mailed Check,No
C00578,16,DSL,One Year,97.85,1642.35,Electronic Check,No
C00579,42,Fiber Optic,Month-to-Month,29.55,1140.71,,No
C00580,39,No Internet,Month-to-Month,101.29,3516.55,Credit Card,Yes
C00581,21,DSL,month-to-month,72.9,1637.61,Credit Card,No
C00582,63,DSL,Month-to-Month,117.49,7037.55,Bank Transfer,No
C00583,9,,One Year,15.0,117.17,Bank Transfer,No
C00584,5,Fiber Optic,Two Year,99.81,497.3,Electronic Check,Yes
C00585,16,DSL ,Two Year,52.09,948.41,Electronic Check,No
C00586,62,No Internet,Two Year,73.64,5044.91,Bank Transfer,No
C00587,69,Fiber Optic,Month-to-Month,85.4,5288.3,Credit Card,Yes
C00588,49,Fiber Optic,Month-to-Month,63.68,3009.96,Electronic Check,No
C00589,67,Fiber Optic,Month-to-Month,85.88,6424.61,Mailed Check,Yes
C00590,24,Fiber optic,One year ,82.91,1834.61,Credit Card,Yes
C00591,32,No Internet,One Year,67.45,2100.01,Electronic Check,No
C00592,0, Fiber Optic ,Month-to-Month,87.23,77.9,Mailed Check,Yes
C00593,16,No Internet,Month-to-Month,49.83,773.66,Bank Transfer,Yes
C00594,42,Fiber Optic,Month-to-Month,65.48,$2453.93,Credit Card,No
C00595,57,DSL,Month-to-Month,61.79,3701.04,Credit Card,Yes
C00596,18,DSL ,One Year,41.71,772.53,Bank Transfer,No
C00597,53,Fiber optic,Two Year,66.19,3200.99,,No
C00598,0,Fiber optic,One Year,104.78,118.73,Bank Transfer,Yes
C00599,15,Fiber Optic,Month-to-Month,48.74,630.46,Electronic Check,Yes
C00600,23,Fiber Optic,Two Year,23.71,540.88,Electronic Check,No
C00601,63,DSL,One Year, 34.99 ,,Electronic Check,No
C00602,57,DSL,Month-to-Month, 34.6 ,2207.65,Electronic Check,No
C00603,23,DSL,Two Year,83.67,1680.0,Bank Transfer,No
C00604,57,Fiber Optic,One Year,56.77,3380.73,Mailed Check,No
C00605,63,Fiber Optic,One Year,109.0,5988.28,Bank Transfer,No
C00606,40,Fiber Optic,Month-to-Month,116.59,5291.08,Mailed Check,No
C00607,32,DSL,1 Year,60.84,1724.63,Credit Card,No
C00608,57,DSL,Two Year,68.72,3891.8,Mailed Check,No
C00609,55,DSL,Two Year,96.56,5355.28,Credit Card,No
C00610,14,No Internet,Month-to-Month,75.96,1067.25,Mailed Check,No
C00611,64,DSL,Month-to-Month,78.51,5736.28,Electronic Check,Yes
C00612,11,Fiber Optic,Month-to-Month,90.27,1046.34,Electronic Check,No
C00613,34,DSL,month-to-month,23.86,891.21,Electronic Check,No
C00614,36,Fiber Optic, Month-to-Month ,32.25,1309.96,Electronic Check,Yes
C00615,29,No Internet,Month-to-Month,40.35,1151.53,Credit Card,Yes
C00616,10,Fiber Optic,One Year,79.21,731.58,Credit Card,No
C00617,59, Dsl,Two Year,73.07,4815.72,Mailed Check,No
C00618,31,DSL,Month-to-Month,63.73,2004.43,Bank Transfer,No
C00619,1,Fiber Optic,Month-to-Month,95.5,90.5,Electronic Check,Yes
C00620,9,Fiber Optic,One Year,47.25,,Electronic Check,Yes
C00621,45,DSL,Two Year,53.71,2139.45,Bank Transfer,No
C00622,21,DSL,Two Year,61.51,1176.41,Electronic Check,No
C00623,72,DSL,Month-to-Month,86.63,5944.37,Mailed Check,No
C00624,54,Fiber Optic,Month-to-Month,122.85,6990.02,Electronic Check,No
C00625,58,DSL ,Month-to-Month,58.88,3615.24,Electronic Check,No
C00626,29,DSL,One Year,92.52,2698.21,Electronic Check,No
C00627,52,DSL,Two Year,64.67,3484.63,Credit Card,No
C00628,20, Dsl,Two Year,91.99,1660.98,Mailed Check,No
C00629,19,Fiber Optic,MONTHLY,87.69,$1891.15,Electronic Check,Yes
C00630,38,Fiber Optic,One Year,115.67,4035.87,Credit Card,No
C00631,34,DSL,Month-to-Month,36.47,1145.45,Electronic Check,Yes
C00632,28,Fiber Optic,Month-to-Month,69.34,2102.61,Electronic Check,Yes
C00633,55,No Internet,One Year,56.59,2778.04,Electronic Check,No
C00634,54,Fiber Optic,Two Year,89.79,5095.76,Electronic Check,No
C00635,52,DSL,MONTHLY,50.93,2434.66,Credit Card,No
C00636,47,,Two Year,92.04,4072.71,Electronic Check,Yes
C00637,66,DSL,One Year,64.05,4359.21,Credit Card,No
C00638,54,Fiber Optic, Month-to-Month ,120.7,7297.34,Mailed Check,No
C00639,31,Fiber Optic,Month-to-Month,110.84,3398.44,Electronic Check,Yes
C00640,57,Fiber Optic,Month-to-Month,72.41,4406.47,Electronic Check,No
C00641,68,Fiber Optic,Two Year,70.28,4471.66,Bank Transfer,No
C00642,27,Fiber Optic,Month-to-Month,76.44,2068.77,Credit Card,Yes
C00643,71,Fiber optic,Two Year,83.23,5189.37,Bank Transfer,No
C00644,59,DSL,One Year,89.03,4888.84,Bank Transfer,No
C00645,12,DSL,One Year,56.4,742.48,Electronic Check,Yes
C00646,17,Fiber Optic,Month-to-Month,122.31,2295.71,Credit Card,Yes
C00647,50,Fiber Optic,Two Year,60.23,3282.76,Credit Card,No
C00648,49,FIBER,One Year,,3333.31,Credit Card,Yes
C00649,42,fiber optic,Month-to-Month,50.51,2263.91,Bank Transfer,Yes
C00650,45,DSL,Month-to-Month, 89.68 ,3519.83,Bank Transfer,No
C00651,23,No Internet,Two Year,49.82,1153.59,,No
C00652,4,Fiber Optic,Two Year,62.67,214.33,Bank Transfer,No
C00653,29,Fiber Optic,One Year,83.04,2145.63,Electronic Check,Yes
C00654,42,DSL,Month-to-Month,38.83,$1541.58,Credit Card,No
C00655,52,,Month-to-Month, 87.23 ,4720.84,Electronic Check,No
C00656,23,Fiber Optic,Two Year ,54.23,,Electronic Check,No
C00657,13,Fiber Optic,One Year,130.94,1865.87,Mailed Check,No
C00658,35,Fiber Optic,Two Year,70.3,2712.6,Bank Transfer,No
C00659,25,Fiber Optic,One Year,52.44,1358.22,Electronic Check,No
C00660,12,No Internet,One year ,46.08,548.47,Bank Transfer,No
C00661,20,No Internet,One Year,60.62,1316.51,Bank Transfer,No
C00662,39,DSL,One Year,55.05,1953.96,Credit Card,No
C00663,42,DSL,Month-to-Month,46.97,2243.64,Bank Transfer,No
C00664,-5,DSL,One Year,67.88,4240.33,Mailed Check,No
C00665,48,DSL,MONTHLY,76.18,3898.01,Mailed Check,No
C00666,46, Fiber Optic ,Two Year,36.02,$1619.44,Credit Card,Yes
C00667,18,Fiber Optic,Month-to-Month,70.94,$1290.08,Credit Card,Yes
C00668,11,Fiber Optic,Month-to-Month,55.97,540.62,Electronic Check,No
C00669,35,DSL,Month-to-Month,81.93,2518.93,Bank Transfer,No
C00670,32,Fiber Optic,Month-to-Month,63.25,2300.66,Electronic Check,Yes
C00671,61,No Internet,Two Year,29.97,1780.15,Electronic Check,No
C00672,40,Fiber Optic,Two Year,64.98,2518.38,Bank Transfer,No
C00673,18,Fiber Optic,Month-to-Month,104.34,1815.92,Bank Transfer,Yes
C00674,30,DSL,Month-to-Month,111.76,2901.76,Mailed Check,No
C00675,49,Fiber Optic,Month-to-Month,64.43,3347.66,,No
C00676,41,DSL,One Year,66.54,2570.43,Mailed Check,No
C00677,16,, Month-to-Month ,94.49,$1637.22,Bank Transfer,Yes
C00678,67,Fiber Optic,One Year,22.18,1298.99,Electronic Check,No
C00679,5,DSL,Month-to-Month,60.76,321.28,Bank Transfer,Yes
C00680,59,DSL,Month-to-Month,59.01,3532.83,Electronic Check,No
C00681,18,FIBER,Two Year,82.57,1369.61,Bank Transfer,No
C00682,57,Fiber Optic,Month-to-Month,37.77,2245.05,Electronic Check,No
C00683,39,DSL,Month-to-Month,,2193.64,Electronic Check,Yes
C00684,44,DSL ,Month-to-Month,57.01,2661.28,Electronic Check,No
C00685,41, Fiber Optic ,Month-to-Month,,2252.89,Electronic Check,Yes
C00686,69,,MONTHLY,39.1,3059.06,Electronic Check,No
C00687,23,DSL,Two Year,81.63,1735.38,Bank Transfer,No
C00688,21,DSL,month-to-month,100.66,2220.69,Mailed Check,Yes
C00689,52,DSL,Two Year,102.19,5841.2,Bank Transfer,No
C00690,23,,Month-to-Month,80.75,1757.32,Electronic Check,No
C00691,24,DSL,Month-to-Month,118.02,2594.05,Mailed Check,No
C00692,16,No Internet,Month-to-Month,110.62,1845.17,Electronic Check,Yes
C00693,34,Fiber Optic,One Year,15.0,531.43,Bank Transfer,No
C00694,55,DSL,One Year,,3126.88,Electronic Check,No
C00695,27,DSL,Month-to-Month,57.93,,Credit Card,No
C00696,65,DSL,One Year,94.75,5269.26,Bank Transfer,No
C00697,33,DSL,One Year,64.07,,Bank Transfer,No
C00698,64,Fiber Optic,One Year,78.13,5452.08,Electronic Check,Yes
C00699,2,DSL,Month-to-Month,76.39,144.7,Electronic Check,No
C00700,58,Fiber optic,One year ,,1954.42,Credit Card,No
C00701,55,FIBER,Two Year, 28.03 ,1753.42,Electronic Check,No
C00702,21,DSL,Month-to-Month,90.91,1781.0,Credit Card,No
C00703,41,No Internet,Two Year, 44.84 ,1716.03,Electronic Check,No
C00704,3,DSL,Month-to-Month,73.59,217.91,Mailed Check,Yes
C00705,11,FIBER,Two Year,63.22,653.28,Electronic Check,Yes
C00706,36,DSL, one year,43.44,1751.4,Credit Card,No
C00707,40,No Internet,Two Year,74.26,3056.58,,No
C00708,57,DSL,Month-to-Month,,5013.72,Bank Transfer,No
C00709,62,DSL,Month-to-Month,49.16,$2777.06,,No
C00710,70,No Internet,One Year,15.0,1130.52,Electronic Check,No
C00711,4,DSL,Month-to-Month,95.53,422.33,Credit Card,Yes
C00712,16,NO INTERNET,Two Year,75.44,1323.92,Credit Card,No
C00713,27,DSL,Two Year,95.83,2834.24,Electronic Check,No
C00714,26,Fiber Optic, Month-to-Month ,89.6,2544.92,Credit Card,No
C00715,52,Fiber Optic,Month-to-Month,60.92,3035.7,,No
C00716,25,Fiber Optic,One Year,63.19,1770.46,Electronic Check,Yes
C00717,48,DSL,Month-to-Month,77.29,$3228.67,Bank Transfer,No
C00718,59,No Internet,Month-to-Month,76.5,4684.32,Bank Transfer,No
C00719,26,Fiber Optic,One Year,70.05,1922.2,Mailed Check,No
C00720,37,DSL,Month-to-Month,89.2,2985.33,Bank Transfer,No
C00721,8,DSL,Month-to-Month,19.66,163.02,Mailed Check,Yes
C00722,31,DSL,Month-to-Month,29.44,1033.13,Bank Transfer,No
C00723,0,DSL,MONTHLY,45.92,$46.16,Electronic Check,Yes
C00724,8,,Two Year,90.6,726.2,Mailed Check,No
C00725,49,dsl,One Year,58.35,$2465.79,Credit Card,Yes
C00726,70,,Two Year,88.2,6045.48,Electronic Check,No
C00727,36,fiber optic,Two Year,45.75,1461.79,Credit Card,No
C00728,5,fiber optic,Two Year,82.0,402.09,Electronic Check,Yes
C00729,36,dsl,Two Year,111.82,3795.77,Electronic Check,Yes
C00730,38,Fiber Optic,Month-to-Month,52.97,1767.71,Bank Transfer,No
C00731,3,Fiber Optic,Month-to-Month,94.66,248.99,Electronic Check,Yes
C00732,48,Fiber Optic,One Year,112.57,4988.04,Electronic Check,Yes
